common_key,full_fips,county,state,population,unemployment_rate,poverty_rate,disability_rate,homeownership_rate,Cost Per Meal ($),insecurity_rate,region,food_insecure_population,annual_budget_shortfall
gasconade missouri,29073,Gasconade County,MO,14746,0.033076923076923,0.1200085415332052,0.1639999999999999,0.809,3.78,0.1440912204044087,MW,2125,1521735
gentry missouri,29075,Gentry County,MO,6245,0.0307692307692307,0.1714967609955676,0.166,0.7440000000000001,3.63,0.1651347708043746,MW,1032,710680
greene missouri,29077,Greene County,MO,303375,0.0323076923076923,0.1128881489137298,0.152,0.575,3.72,0.1556114039008967,MW,47209,33251143
grundy missouri,29079,Grundy County,MO,9787,0.0376923076923076,0.1712804676298665,0.136,0.6970000000000001,4.18,0.1656445767915772,MW,1622,1285640
harrison missouri,29081,Harrison County,MO,8190,0.0353846153846153,0.1875811899194596,0.204,0.7140000000000001,3.62,0.1822518781301836,MW,1493,1025215
henry missouri,29083,Henry County,MO,22328,0.0353846153846153,0.140694065644691,0.185,0.75,3.52,0.1603673528709605,MW,3581,2388749
hickory missouri,29085,Hickory County,MO,8585,0.0607692307692307,0.1939823874755381,0.25,0.8240000000000001,3.49,0.1973519987957248,MW,1695,1120693
holt missouri,29087,Holt County,MO,4240,0.0353846153846153,0.0939226519337016,0.192,0.772,3.67,0.144663243518912,MW,614,427645
howard missouri,29089,Howard County,MO,10147,0.0346153846153846,0.0919515125040952,0.161,0.787,3.49,0.1364519790744365,MW,1385,915729
howell missouri,29091,Howell County,MO,40383,0.0423076923076923,0.1932882753581587,0.196,0.703,3.4,0.1865282458804472,MW,7533,4847627
iron missouri,29093,Iron County,MO,9446,0.0469230769230769,0.1898762909998865,0.228,0.7509999999999999,3.54,0.1904465439965777,MW,1799,1207104
jackson missouri,29095,Jackson County,MO,719976,0.0369230769230769,0.1320341856339013,0.138,0.591,3.93,0.1601829650150706,MW,115328,85981631
jasper missouri,29097,Jasper County,MO,124357,0.0338461538461538,0.1624132498829139,0.172,0.628,3.48,0.1729584297303582,MW,21509,14179039
jefferson missouri,29099,Jefferson County,MO,229458,0.0338461538461538,0.0877806462775524,0.133,0.8220000000000001,3.78,0.1266844053333781,MW,29069,20816623
johnson missouri,29101,Johnson County,MO,54732,0.0353846153846153,0.0863436485431307,0.139,0.635,3.7,0.1413800143932425,MW,7739,5420512
knox missouri,29103,Knox County,MO,3756,0.0407692307692307,0.1190339275445658,0.126,0.851,3.62,0.136800110098642,MW,514,352954
laclede missouri,29105,Laclede County,MO,36390,0.0446153846153846,0.1716836808888113,0.195,0.682,3.43,0.1817100589781623,MW,6613,4294512
lafayette missouri,29107,Lafayette County,MO,33115,0.0338461538461538,0.0834382079033475,0.173,0.757,4.03,0.1377777157931421,MW,4563,3482470
lawrence missouri,29109,Lawrence County,MO,38593,0.0353846153846153,0.1387048691619741,0.155,0.7390000000000001,3.44,0.1545479396386985,MW,5965,3885401
lewis missouri,29111,Lewis County,MO,9924,0.04,0.1288461538461538,0.113,0.763,3.71,0.1433779230769231,MW,1423,999482
lincoln missouri,29113,Lincoln County,MO,63057,0.0338461538461538,0.0997451826191229,0.143,0.79,3.59,0.1349086313987796,MW,8507,5791529
linn missouri,29115,Linn County,MO,11852,0.0353846153846153,0.1309344885509681,0.149,0.785,3.6,0.1475141732758444,MW,1749,1194143
livingston missouri,29117,Livingston County,MO,14364,0.0315384615384615,0.1192362541594042,0.1639999999999999,0.723,3.46,0.1492331286886145,MW,2144,1404942
mcdonald missouri,29119,McDonald County,MO,23701,0.0438461538461538,0.1632617273125822,0.153,0.6729999999999999,3.62,0.170883124237008,MW,4051,2781747
macon missouri,29121,Macon County,MO,15163,0.04,0.0936433892640813,0.16,0.768,3.46,0.140641605235675,MW,2133,1397735
madison missouri,29123,Madison County,MO,12729,0.043076923076923,0.1248153618906942,0.206,0.737,3.56,0.1637150847630951,MW,2084,1406513
maries missouri,29125,Maries County,MO,8450,0.0346153846153846,0.1332840601133284,0.2239999999999999,0.7829999999999999,3.58,0.1629323848807019,MW,1377,934754
marion missouri,29127,Marion County,MO,28457,0.0361538461538461,0.1384304607996341,0.161,0.693,3.54,0.1592646822162478,MW,4533,3041579
mercer missouri,29129,Mercer County,MO,3482,0.0346153846153846,0.1346094473602964,0.166,0.81,3.63,0.1499714134466953,MW,523,360160
miller missouri,29131,Miller County,MO,25269,0.0323076923076923,0.1396437448218724,0.181,0.7390000000000001,3.96,0.1585922617424001,MW,4008,3011714
mississippi missouri,29133,Mississippi County,MO,11902,0.0569230769230769,0.1835116924296472,0.2689999999999999,0.629,3.71,0.2097134972712582,MW,2497,1753836
moniteau missouri,29135,Moniteau County,MO,15262,0.0261538461538461,0.0990194621898677,0.15,0.792,3.65,0.1323732306778053,MW,2021,1399679
monroe missouri,29137,Monroe County,MO,8734,0.0353846153846153,0.1350316947733524,0.178,0.743,3.52,0.157598445741676,MW,1377,918545
montgomery missouri,29139,Montgomery County,MO,11426,0.0292307692307692,0.129260569938536,0.182,0.7340000000000001,3.55,0.1542826630657478,MW,1763,1186407
morgan missouri,29141,Morgan County,MO,21717,0.0453846153846153,0.1791153715147681,0.207,0.797,3.3,0.1787422264198261,MW,3882,2429593
new madrid missouri,29143,New Madrid County,MO,15731,0.0453846153846153,0.1704468745781018,0.203,0.642,3.7,0.1860772854368528,MW,2928,2050815
newton missouri,29145,Newton County,MO,60118,0.0346153846153846,0.1289278299729054,0.15,0.7659999999999999,3.43,0.1480411164740815,MW,8900,5779700
nodaway missouri,29147,Nodaway County,MO,20774,0.0261538461538461,0.1065327203587036,0.132,0.623,3.63,0.1433026323898588,MW,2977,2050092
oregon missouri,29149,Oregon County,MO,8673,0.04,0.2344643074303782,0.236,0.7490000000000001,3.4,0.2037911500668855,MW,1768,1137741
osage missouri,29151,Osage County,MO,13402,0.0261538461538461,0.0649115913555992,0.136,0.794,3.67,0.1181354175608281,MW,1584,1103242
ozark missouri,29153,Ozark County,MO,8873,0.0576923076923076,0.2093159000700443,0.243,0.821,3.71,0.1998543403617163,MW,1774,1246017
pemiscot missouri,29155,Pemiscot County,MO,14958,0.0538461538461538,0.2830780192376202,0.228,0.556,3.31,0.2384191331561206,MW,3567,2239445
perry missouri,29157,Perry County,MO,18976,0.0261538461538461,0.1326366112624381,0.154,0.765,3.52,0.1462431241698986,MW,2776,1851764
pettis missouri,29159,Pettis County,MO,43397,0.0361538461538461,0.1467547666650412,0.174,0.691,3.49,0.1647443517635629,MW,7150,4727410
phelps missouri,29161,Phelps County,MO,45194,0.0346153846153846,0.1290164216107415,0.163,0.617,3.56,0.1612235288978431,MW,7287,4918069
pike missouri,29163,Pike County,MO,17711,0.0369230769230769,0.1581854812504061,0.171,0.733,3.62,0.1653171951597502,MW,2928,2010604
platte missouri,29165,Platte County,MO,110371,0.0292307692307692,0.0679571235300239,0.126,0.674,4.29,0.1271019188581217,MW,14029,11395002
polk missouri,29167,Polk County,MO,32444,0.0353846153846153,0.1576292559899117,0.163,0.716,3.47,0.1640478360655737,MW,5323,3498554
pulaski missouri,29169,Pulaski County,MO,53894,0.0361538461538461,0.1162610860056547,0.177,0.612,3.53,0.1608234497846466,MW,8668,5799100
putnam missouri,29171,Putnam County,MO,4642,0.0369230769230769,0.1487471526195899,0.146,0.83,3.62,0.1503466700543193,MW,698,479304
ralls missouri,29173,Ralls County,MO,10428,0.0346153846153846,0.1115657120047899,0.185,0.855,3.55,0.1428878933086672,MW,1491,1003365
randolph missouri,29175,Randolph County,MO,24365,0.0346153846153846,0.1305069889744891,0.188,0.7140000000000001,3.45,0.1597813972626073,MW,3894,2544061
ray missouri,29177,Ray County,MO,23145,0.0353846153846153,0.1166779203241053,0.152,0.773,3.5,0.144226992624526,MW,3339,2214218
reynolds missouri,29179,Reynolds County,MO,6010,0.043076923076923,0.1670208997520368,0.289,0.7979999999999999,3.52,0.1898303233330608,MW,1141,761118
ripley missouri,29181,Ripley County,MO,10708,0.0438461538461538,0.2418217433888344,0.262,0.7909999999999999,3.36,0.2101690495743238,MW,2251,1435311
st. charles missouri,29183,St. Charles County,MO,414535,0.0276923076923076,0.0500245305063399,0.1169999999999999,0.805,4.0,0.1093576056665664,MW,45333,34331208
st. clair missouri,29185,St. Clair County,MO,9587,0.0384615384615384,0.1446249033255993,0.209,0.76,3.48,0.1671297755964066,MW,1603,1056721
ste. genevieve missouri,29186,Ste. Genevieve County,MO,18571,0.0292307692307692,0.0795648707142043,0.163,0.83,3.53,0.1272056909232697,MW,2363,1580904
st. francois missouri,29187,St. Francois County,MO,66999,0.0423076923076923,0.1555451048892322,0.214,0.682,3.54,0.1790525132847635,MW,11997,8049819
st. louis missouri,29189,St. Louis County,MO,995569,0.0353846153846153,0.0907533482261468,0.121,0.6920000000000001,4.24,0.1352330346880038,MW,134634,108299370
saline missouri,29195,Saline County,MO,23231,0.0292307692307692,0.1509550508410149,0.1639999999999999,0.698,3.47,0.1604772307253708,MW,3729,2450894
schuyler missouri,29197,Schuyler County,MO,4038,0.0353846153846153,0.0843530330643061,0.1939999999999999,0.799,3.61,0.1399651300542727,MW,566,387551
scotland missouri,29199,Scotland County,MO,4686,0.0323076923076923,0.0731257208765859,0.098,0.8240000000000001,3.58,0.114039277792565,MW,535,363176
scott missouri,29201,Scott County,MO,37933,0.0353846153846153,0.1250975147665217,0.166,0.711,3.67,0.1541962979794083,MW,5850,4074474
shannon missouri,29203,Shannon County,MO,7177,0.0523076923076923,0.1786730567620188,0.211,0.799,3.4,0.1824299933065287,MW,1310,843010
shelby missouri,29205,Shelby County,MO,5986,0.03,0.1511965192168237,0.154,0.775,3.46,0.1534642443799855,MW,919,602211
stoddard missouri,29207,Stoddard County,MO,28470,0.04,0.1468557428168386,0.208,0.718,3.35,0.1713621066151904,MW,4879,3101438
stone missouri,29209,Stone County,MO,32048,0.0515384615384615,0.1322402250897448,0.1969999999999999,0.833,3.57,0.1614744470374876,MW,5175,3502811
sullivan missouri,29211,Sullivan County,MO,5857,0.0338461538461538,0.1393205637874955,0.139,0.7509999999999999,3.63,0.1500246579466793,MW,879,605318
taney missouri,29213,Taney County,MO,56529,0.0515384615384615,0.1507677902621723,0.1639999999999999,0.67,3.79,0.1726645986747335,MW,9761,7009107
texas missouri,29215,Texas County,MO,25161,0.0392307692307692,0.1967903183372796,0.25,0.772,3.37,0.1920685395341307,MW,4833,3091162
vernon missouri,29217,Vernon County,MO,19687,0.0353846153846153,0.181738607144811,0.193,0.713,3.42,0.1782051406490003,MW,3509,2271877
warren missouri,29219,Warren County,MO,37177,0.0353846153846153,0.0794242025373176,0.145,0.802,3.71,0.1284137583193125,MW,4775,3353851
washington missouri,29221,Washington County,MO,23470,0.0438461538461538,0.1625467818694266,0.2339999999999999,0.784,3.32,0.1788027623498804,MW,4197,2643208
wayne missouri,29223,Wayne County,MO,10862,0.0538461538461538,0.2545121127304314,0.298,0.7509999999999999,3.36,0.228950252195734,MW,2487,1585793
webster missouri,29225,Webster County,MO,40500,0.0338461538461538,0.1444991352933351,0.134,0.774,3.51,0.149120943686618,MW,6040,4017205
worth missouri,29227,Worth County,MO,1934,0.0284615384615384,0.2091753140360459,0.192,0.821,3.66,0.1762635119522749,MW,341,236834
wright missouri,29229,Wright County,MO,18965,0.0461538461538461,0.1808391294592775,0.178,0.7709999999999999,3.36,0.1757723602112494,MW,3334,2125868
st. louis missouri city,29510,St. Louis city,MO,288512,0.0407692307692307,0.1925790213931453,0.168,0.4529999999999999,4.39,0.1977910812563704,MW,57066,47471244
beaverhead montana,30001,Beaverhead County,MT,9713,0.02,0.0888248975523313,0.174,0.6579999999999999,3.85,0.140423865987374,W,1364,996305
big horn montana,30003,Big Horn County,MT,12891,0.043076923076923,0.2075940971646493,0.132,0.667,3.86,0.1815156248740482,W,2340,1713899
blaine montana,30005,Blaine County,MT,6949,0.0215384615384615,0.1837639504662895,0.1939999999999999,0.657,3.79,0.1766823238625004,W,1228,882182
broadwater montana,30007,Broadwater County,MT,7668,0.0192307692307692,0.124040404040404,0.153,0.878,4.03,0.131983567987568,W,1013,774482
carbon montana,30009,Carbon County,MT,11116,0.0238461538461538,0.0767732962447844,0.174,0.78,3.86,0.1295299651224992,W,1440,1054707
carter montana,30011,Carter County,MT,1308,0.013076923076923,0.1549180327868852,0.174,0.622,3.94,0.1617381715006305,W,212,158255
cascade montana,30013,Cascade County,MT,84606,0.0238461538461538,0.1226559366225431,0.163,0.685,3.79,0.1493300017279151,W,12635,9076845
chouteau montana,30015,Chouteau County,MT,5906,0.0176923076923076,0.1108952851845311,0.136,0.682,3.79,0.1374616962197259,W,812,583332
custer montana,30017,Custer County,MT,11961,0.0207692307692307,0.1112508986340762,0.213,0.6990000000000001,3.96,0.1530341445003594,W,1831,1374158
daniels montana,30019,Daniels County,MT,1494,0.0176923076923076,0.1263661202185792,0.162,0.831,4.01,0.1371670134510298,W,205,155909
dawson montana,30021,Dawson County,MT,8827,0.0207692307692307,0.0834551656920078,0.187,0.7190000000000001,3.94,0.1372379611635927,W,1212,904737
deer lodge montana,30023,Deer Lodge County,MT,9597,0.03,0.1664813167259786,0.256,0.73,3.85,0.1819297971530249,W,1746,1275329
fallon montana,30025,Fallon County,MT,2760,0.0138461538461538,0.1109410864575363,0.109,0.6940000000000001,3.94,0.1295096714731328,W,358,267241
fergus montana,30027,Fergus County,MT,11687,0.0253846153846153,0.140582347588717,0.146,0.634,3.79,0.1562442624763771,W,1827,1312497
flathead montana,30029,Flathead County,MT,110695,0.0253846153846153,0.0901433371293045,0.1169999999999999,0.7240000000000001,3.98,0.1273665110038521,W,14099,10637825
gallatin montana,30031,Gallatin County,MT,124074,0.0207692307692307,0.0570675652324174,0.089,0.611,4.41,0.1167412778110087,W,14485,12120799
garfield montana,30033,Garfield County,MT,1094,0.0215384615384615,0.1301369863013698,0.154,0.722,3.86,0.1463431717597471,W,161,117922
glacier montana,30035,Glacier County,MT,13637,0.0392307692307692,0.3105858332024501,0.177,0.637,3.98,0.2249796504693673,W,3069,2315589
golden valley montana,30037,Golden Valley County,MT,899,0.023076923076923,0.1772300469483568,0.181,0.8109999999999999,3.86,0.1617127602022391,W,146,106935
granite montana,30039,Granite County,MT,3462,0.0415384615384615,0.1001195457262402,0.1639999999999999,0.779,4.23,0.1435103814888041,W,497,398926
hill montana,30041,Hill County,MT,16155,0.0238461538461538,0.1878209831254585,0.12,0.6609999999999999,3.79,0.164154797166883,W,2652,1905168
jefferson montana,30043,Jefferson County,MT,12774,0.0215384615384615,0.0561374795417348,0.177,0.8420000000000001,3.85,0.1178093355155482,W,1505,1099295
judith basin montana,30045,Judith Basin County,MT,2071,0.0238461538461538,0.1367781155015197,0.099,0.727,3.79,0.1383645651157353,W,287,206178
lake montana,30047,Lake County,MT,32561,0.0307692307692307,0.158276600505002,0.157,0.75,3.95,0.1585376775215068,W,5163,3864450
lewis and clark montana,30049,Lewis and Clark County,MT,73464,0.0215384615384615,0.0738847117794486,0.148,0.701,4.03,0.1279704166184692,W,9402,7188230
liberty montana,30051,Liberty County,MT,1952,0.0138461538461538,0.2446280991735537,0.182,0.634,3.79,0.1926077596948506,W,376,270114
lincoln montana,30053,Lincoln County,MT,21175,0.05,0.1554157038202468,0.2289999999999999,0.7759999999999999,3.72,0.1788440136683219,W,3788,2668049
mccone montana,30055,McCone County,MT,1670,0.02,0.0520050125313283,0.1119999999999999,0.898,4.01,0.098883664160401,W,166,126248
madison montana,30057,Madison County,MT,9223,0.0492307692307692,0.062198271022791,0.144,0.81,4.41,0.1282979798257205,W,1184,990751
meagher montana,30059,Meagher County,MT,2007,0.0184615384615384,0.1240913811007269,0.187,0.754,4.03,0.147182646217749,W,296,226305
mineral montana,30061,Mineral County,MT,4959,0.0384615384615384,0.1336988612399831,0.182,0.8109999999999999,3.95,0.1545353296239821,W,767,574092
missoula montana,30063,Missoula County,MT,120672,0.0238461538461538,0.0845108411930532,0.126,0.588,4.05,0.1362268300453245,W,16439,12634291
musselshell montana,30065,Musselshell County,MT,5152,0.0376923076923076,0.1679081940809341,0.231,0.851,3.86,0.1724009819733317,W,889,651135
park montana,30067,Park County,MT,17710,0.023076923076923,0.1225855691892209,0.13,0.6940000000000001,4.41,0.1417797935862059,W,2511,2101162
petroleum montana,30069,Petroleum County,MT,447,0.0307692307692307,0.0576036866359447,0.067,0.7290000000000001,3.86,0.1087852701169798,W,49,35889
phillips montana,30071,Phillips County,MT,4221,0.0292307692307692,0.0915686765073805,0.173,0.735,3.79,0.1399159544466042,W,591,424568
pondera montana,30073,Pondera County,MT,6035,0.0269230769230769,0.2112076609327895,0.192,0.677,3.79,0.1864545588143015,W,1126,808906
powder river montana,30075,Powder River County,MT,1815,0.0161538461538461,0.0758902510215995,0.1369999999999999,0.7879999999999999,3.85,0.1178043325699402,W,214,156312
powell montana,30077,Powell County,MT,7053,0.0307692307692307,0.0554263565891472,0.2189999999999999,0.725,3.85,0.138442396541443,W,977,713630
prairie montana,30079,Prairie County,MT,1250,0.0115384615384615,0.208992506244796,0.143,0.8390000000000001,3.94,0.1574382043809646,W,197,147057
ravalli montana,30081,Ravalli County,MT,46727,0.0269230769230769,0.0852177369490327,0.181,0.794,4.23,0.1341409040516943,W,6269,5031934
richland montana,30083,Richland County,MT,11235,0.0192307692307692,0.068420563354095,0.119,0.6709999999999999,4.01,0.1214827808797134,W,1365,1038123
roosevelt montana,30085,Roosevelt County,MT,10526,0.033076923076923,0.2853162728304612,0.126,0.6659999999999999,4.01,0.2016023871950977,W,2123,1614604
rosebud montana,30087,Rosebud County,MT,8165,0.0253846153846153,0.2412118113255784,0.1689999999999999,0.636,3.96,0.1940652444370151,W,1585,1189536
sanders montana,30089,Sanders County,MT,13285,0.0492307692307692,0.146171875,0.23,0.813,3.95,0.1729922163461538,W,2299,1720777
sheridan montana,30091,Sheridan County,MT,3669,0.0192307692307692,0.0952243125904486,0.153,0.718,4.01,0.1337766256261827,W,491,373420
silver bow montana,30093,Silver Bow County,MT,35785,0.0284615384615384,0.124911681582666,0.185,0.708,3.85,0.1549249859777528,W,5544,4049499
stillwater montana,30095,Stillwater County,MT,9182,0.03,0.0825553930941401,0.183,0.8290000000000001,3.86,0.1325833905072545,W,1218,892106
sweet grass montana,30097,Sweet Grass County,MT,3720,0.0207692307692307,0.073517126148705,0.173,0.797,4.41,0.1256285320352162,W,468,391615
