County,Population,Poverty,Poverty_Ugstudents,
"Roanoke County, Virginia",,,,
    Estimate,"92,448","6,827",393,
"Rockbridge County, Virginia",,,,
    Estimate,"21,565","1,629",31,
"Rockingham County, Virginia",,,,
    Estimate,"80,962","7,847","1,221",
"Russell County, Virginia",,,,
    Estimate,"24,531","4,098",68,
"Scott County, Virginia",,,,
    Estimate,"20,090","4,005",9,
"Shenandoah County, Virginia",,,,
    Estimate,"42,838","4,906",116,
"Smyth County, Virginia",,,,
    Estimate,"27,979","4,676",116,
"Southampton County, Virginia",,,,
    Estimate,"15,936","1,350",80,
"Spotsylvania County, Virginia",,,,
    Estimate,"140,989","9,865",624,
"Stafford County, Virginia",,,,
    Estimate,"153,494","7,191",328,
"Surry County, Virginia",,,,
    Estimate,"6,303",667,0,
"Sussex County, Virginia",,,,
    Estimate,"8,899","1,031",37,
"Tazewell County, Virginia",,,,
    Estimate,"36,886","6,674",121,
"Warren County, Virginia",,,,
    Estimate,"38,992","4,503",289,
"Washington County, Virginia",,,,
    Estimate,"51,397","5,679",183,
"Westmoreland County, Virginia",,,,
    Estimate,"18,157","2,557",35,
"Wise County, Virginia",,,,
    Estimate,"31,596","5,403",201,
"Wythe County, Virginia",,,,
    Estimate,"27,048","4,076",122,
"York County, Virginia",,,,
    Estimate,"67,269","3,742",269,
"Alexandria city, Virginia",,,,
    Estimate,"148,961","11,504",638,
"Bristol city, Virginia",,,,
    Estimate,"16,064","2,878",48,
"Buena Vista city, Virginia",,,,
    Estimate,"5,926","1,085",139,
"Charlottesville city, Virginia",,,,
    Estimate,"41,064","8,005","2,934",
"Chesapeake city, Virginia",,,,
    Estimate,"239,687","22,272","1,463",
"Colonial Heights city, Virginia",,,,
    Estimate,"17,626","1,360",35,
"Covington city, Virginia",,,,
    Estimate,"5,397","1,373",152,
"Danville city, Virginia",,,,
    Estimate,"39,274","9,397",213,
"Emporia city, Virginia",,,,
    Estimate,"5,082",709,2,
"Fairfax city, Virginia",,,,
    Estimate,"23,104","2,068",453,
"Falls Church city, Virginia",,,,
    Estimate,"14,075",587,29,
"Franklin city, Virginia",,,,
    Estimate,"7,589","1,327",5,
"Fredericksburg city, Virginia",,,,
    Estimate,"25,800","3,525",440,
"Galax city, Virginia",,,,
    Estimate,"6,191","1,885",17,
"Hampton city, Virginia",,,,
    Estimate,"128,775","16,230",930,
"Harrisonburg city, Virginia",,,,
    Estimate,"42,920","11,028","5,685",
"Hopewell city, Virginia",,,,
    Estimate,"21,655","4,649",93,
"Lexington city, Virginia",,,,
    Estimate,"4,110",557,73,
"Lynchburg city, Virginia",,,,
    Estimate,"66,137","12,356","3,123",
"Manassas city, Virginia",,,,
    Estimate,"40,552","3,143",94,
"Manassas Park city, Virginia",,,,
    Estimate,"16,092",790,0,
"Martinsville city, Virginia",,,,
    Estimate,"12,581","2,945",103,
"Newport News city, Virginia",,,,
    Estimate,"169,683","24,304","1,316",
"Norfolk city, Virginia",,,,
    Estimate,"204,811","33,153","2,678",
"Norton city, Virginia",,,,
    Estimate,"3,342",867,130,
"Petersburg city, Virginia",,,,
    Estimate,"31,668","6,902",369,
"Poquoson city, Virginia",,,,
    Estimate,"12,288",531,25,
"Portsmouth city, Virginia",,,,
    Estimate,"90,888","15,568",515,
"Radford city, Virginia",,,,
    Estimate,"13,218","3,880","1,940",
"Richmond city, Virginia",,,,
    Estimate,"211,329","37,405","4,780",
"Roanoke city, Virginia",,,,
    Estimate,"92,055","16,089",863,
"Salem city, Virginia",,,,
    Estimate,"22,672","2,230",59,
"Staunton city, Virginia",,,,
    Estimate,"23,458","2,950",169,
"Suffolk city, Virginia",,,,
    Estimate,"94,213","8,652",390,
"Virginia Beach city, Virginia",,,,
    Estimate,"432,759","36,546","2,788",
"Waynesboro city, Virginia",,,,
    Estimate,"21,667","2,296",172,
"Williamsburg city, Virginia",,,,
    Estimate,"10,804","2,071",879,
"Winchester city, Virginia",,,,
    Estimate,"25,877","5,313",344,
"Adams County, Washington",,,,
    Estimate,"19,527","3,614",72,
"Asotin County, Washington",,,,
    Estimate,"21,444","2,989",183,
"Benton County, Washington",,,,
    Estimate,"203,810","21,909","1,181",
"Chelan County, Washington",,,,
    Estimate,"76,540","6,268",145,
"Clallam County, Washington",,,,
    Estimate,"74,772","7,806",299,
"Clark County, Washington",,,,
    Estimate,"496,588","39,436","2,151",
"Columbia County, Washington",,,,
    Estimate,"3,885",363,0,
"Cowlitz County, Washington",,,,
    Estimate,"107,453","12,914",552,
"Douglas County, Washington",,,,
    Estimate,"42,470","3,503",146,
"Ferry County, Washington",,,,
    Estimate,"7,139",969,8,
"Franklin County, Washington",,,,
    Estimate,"91,361","12,017",643,
"Garfield County, Washington",,,,
    Estimate,"2,258",264,11,
"Grant County, Washington",,,,
    Estimate,"96,882","15,171",453,
"Grays Harbor County, Washington",,,,
    Estimate,"72,213","10,800",302,
"Island County, Washington",,,,
    Estimate,"82,482","6,323",173,
"Jefferson County, Washington",,,,
    Estimate,"32,674","3,639",108,
"King County, Washington",,,,
    Estimate,"2,187,749","186,743","19,713",
"Kitsap County, Washington",,,,
    Estimate,"262,323","21,204",883,
"Kittitas County, Washington",,,,
    Estimate,"44,227","6,325","1,840",
"Klickitat County, Washington",,,,
    Estimate,"22,820","2,916",56,
"Lewis County, Washington",,,,
    Estimate,"81,572","9,700",425,
"Lincoln County, Washington",,,,
    Estimate,"11,062","1,359",16,
"Mason County, Washington",,,,
    Estimate,"63,999","7,730",326,
"Okanogan County, Washington",,,,
    Estimate,"41,402","8,442",97,
"Pacific County, Washington",,,,
    Estimate,"23,184","2,401",37,
"Pend Oreille County, Washington",,,,
    Estimate,"13,523","1,962",47,
"Pierce County, Washington",,,,
    Estimate,"877,071","76,087","4,186",
"San Juan County, Washington",,,,
    Estimate,"18,031","2,019",25,
"Skagit County, Washington",,,,
    Estimate,"125,584","14,270",553,
"Skamania County, Washington",,,,
    Estimate,"12,064",983,20,
"Snohomish County, Washington",,,,
    Estimate,"806,322","64,578","3,970",
"Spokane County, Washington",,,,
    Estimate,"517,863","60,317","6,207",
"Stevens County, Washington",,,,
    Estimate,"46,423","5,493",57,
"Thurston County, Washington",,,,
    Estimate,"286,323","27,267","1,634",
"Wahkiakum County, Washington",,,,
    Estimate,"4,535",816,5,
"Walla Walla County, Washington",,,,
    Estimate,"55,834","6,670",448,
"Whatcom County, Washington",,,,
    Estimate,"219,646","28,177","6,624",
"Whitman County, Washington",,,,
    Estimate,"39,643","8,994","4,826",
"Yakima County, Washington",,,,
    Estimate,"243,831","36,810","1,446",
"Barbour County, West Virginia",,,,
    Estimate,"14,264","2,831",61,
"Berkeley County, West Virginia",,,,
    Estimate,"123,158","13,453",423,
"Boone County, West Virginia",,,,
    Estimate,"20,154","3,213",93,
"Braxton County, West Virginia",,,,
    Estimate,"11,414","2,313",38,
"Brooke County, West Virginia",,,,
    Estimate,"20,471","2,617",135,
"Cabell County, West Virginia",,,,
    Estimate,"85,948","16,332","2,033",
"Calhoun County, West Virginia",,,,
    Estimate,"5,851","1,905",9,
"Clay County, West Virginia",,,,
    Estimate,"7,586","2,027",18,
"Doddridge County, West Virginia",,,,
    Estimate,"6,402",945,57,
"Fayette County, West Virginia",,,,
    Estimate,"37,213","6,996",76,
"Gilmer County, West Virginia",,,,
    Estimate,"4,952",967,52,
"Grant County, West Virginia",,,,
    Estimate,"10,533","1,380",25,
"Greenbrier County, West Virginia",,,,
    Estimate,"30,593","6,539",178,
"Hampshire County, West Virginia",,,,
    Estimate,"22,217","2,882",103,
"Hancock County, West Virginia",,,,
    Estimate,"27,342","3,977",36,
"Hardy County, West Virginia",,,,
    Estimate,"13,583","2,230",54,
"Harrison County, West Virginia",,,,
    Estimate,"61,790","8,663",138,
"Jackson County, West Virginia",,,,
    Estimate,"26,362","4,886",210,
"Jefferson County, West Virginia",,,,
    Estimate,"56,161","4,790",148,
"Kanawha County, West Virginia",,,,
    Estimate,"168,250","26,079",430,
"Lewis County, West Virginia",,,,
    Estimate,"16,075","2,510",1,
"Lincoln County, West Virginia",,,,
    Estimate,"19,149","4,455",12,
"Logan County, West Virginia",,,,
    Estimate,"29,524","6,183",32,
"McDowell County, West Virginia",,,,
    Estimate,"15,331","5,220",86,
"Marion County, West Virginia",,,,
    Estimate,"52,993","7,236",311,
"Marshall County, West Virginia",,,,
    Estimate,"28,345","4,700",125,
"Mason County, West Virginia",,,,
    Estimate,"23,627","4,543",65,
"Mercer County, West Virginia",,,,
    Estimate,"55,494","9,050",388,
"Mineral County, West Virginia",,,,
    Estimate,"25,337","3,541",141,
"Mingo County, West Virginia",,,,
    Estimate,"21,496","6,742",88,
"Monongalia County, West Virginia",,,,
    Estimate,"97,907","19,378","8,243",
"Monroe County, West Virginia",,,,
    Estimate,"11,882","1,585",3,
"Morgan County, West Virginia",,,,
    Estimate,"16,768","1,819",27,
"Nicholas County, West Virginia",,,,
    Estimate,"23,319","3,525",53,
"Ohio County, West Virginia",,,,
    Estimate,"38,429","6,801",443,
"Pendleton County, West Virginia",,,,
    Estimate,"5,854",955,11,
"Pleasants County, West Virginia",,,,
    Estimate,"6,851",778,40,
"Pocahontas County, West Virginia",,,,
    Estimate,"7,187","1,566",60,
"Preston County, West Virginia",,,,
    Estimate,"29,278","4,017",44,
"Putnam County, West Virginia",,,,
    Estimate,"55,221","5,624",305,
"Raleigh County, West Virginia",,,,
    Estimate,"67,777","15,421",505,
"Randolph County, West Virginia",,,,
    Estimate,"24,444","3,810",154,
"Ritchie County, West Virginia",,,,
    Estimate,"7,908","1,726",23,
"Roane County, West Virginia",,,,
    Estimate,"13,282","2,496",50,
"Summers County, West Virginia",,,,
    Estimate,"10,609","2,366",33,
"Taylor County, West Virginia",,,,
    Estimate,"15,386","2,169",21,
"Tucker County, West Virginia",,,,
    Estimate,"6,307",879,13,
"Tyler County, West Virginia",,,,
    Estimate,"7,764","1,528",20,
"Upshur County, West Virginia",,,,
    Estimate,"21,625","4,094",51,
"Wayne County, West Virginia",,,,
    Estimate,"36,638","5,425",86,
"Webster County, West Virginia",,,,
    Estimate,"7,783","1,820",11,
"Wetzel County, West Virginia",,,,
    Estimate,"13,369","2,107",51,
"Wirt County, West Virginia",,,,
    Estimate,"4,911",842,7,
"Wood County, West Virginia",,,,
    Estimate,"79,624","11,555",496,
"Wyoming County, West Virginia",,,,
    Estimate,"20,028","4,482",21,
"Adams County, Wisconsin",,,,
    Estimate,"20,132","2,840",45,
"Ashland County, Wisconsin",,,,
    Estimate,"15,005","2,037",212,
"Barron County, Wisconsin",,,,
    Estimate,"44,749","4,803",205,
"Bayfield County, Wisconsin",,,,
    Estimate,"16,065","1,564",61,
"Brown County, Wisconsin",,,,
    Estimate,"255,593","22,893","1,578",
"Buffalo County, Wisconsin",,,,
    Estimate,"12,937","1,077",18,
"Burnett County, Wisconsin",,,,
    Estimate,"16,461","2,100",33,
"Calumet County, Wisconsin",,,,
    Estimate,"51,219","2,890",138,
"Chippewa County, Wisconsin",,,,
    Estimate,"62,347","6,267",322,
"Clark County, Wisconsin",,,,
    Estimate,"32,460","3,741",104,
"Columbia County, Wisconsin",,,,
    Estimate,"54,902","4,181",144,
"Crawford County, Wisconsin",,,,
    Estimate,"14,782","1,982",42,
"Dane County, Wisconsin",,,,
    Estimate,"542,600","57,874","19,088",
"Dodge County, Wisconsin",,,,
    Estimate,"81,625","6,815",198,
"Door County, Wisconsin",,,,
    Estimate,"29,395","2,225",55,
"Douglas County, Wisconsin",,,,
    Estimate,"41,775","4,431",360,
"Dunn County, Wisconsin",,,,
    Estimate,"41,193","4,392","1,049",
"Eau Claire County, Wisconsin",,,,
    Estimate,"100,021","11,953","3,421",
"Florence County, Wisconsin",,,,
    Estimate,"4,472",311,5,
"Fond du Lac County, Wisconsin",,,,
    Estimate,"97,836","8,942",512,
"Forest County, Wisconsin",,,,
    Estimate,"8,887","1,293",65,
"Grant County, Wisconsin",,,,
    Estimate,"46,338","5,883","1,704",
"Green County, Wisconsin",,,,
    Estimate,"35,532","2,696",85,
"Green Lake County, Wisconsin",,,,
    Estimate,"18,361","2,447",43,
"Iowa County, Wisconsin",,,,
    Estimate,"22,818","1,732",136,
"Iron County, Wisconsin",,,,
    Estimate,"5,900",628,26,
"Jackson County, Wisconsin",,,,
    Estimate,"19,148","2,315",47,
"Jefferson County, Wisconsin",,,,
    Estimate,"80,830","6,430",521,
"Juneau County, Wisconsin",,,,
    Estimate,"24,559","3,172",105,
"Kenosha County, Wisconsin",,,,
    Estimate,"159,542","16,427",949,
"Kewaunee County, Wisconsin",,,,
    Estimate,"19,889","1,496",88,
"La Crosse County, Wisconsin",,,,
    Estimate,"112,693","14,072","4,957",
"Lafayette County, Wisconsin",,,,
    Estimate,"16,146","1,900",25,
"Langlade County, Wisconsin",,,,
    Estimate,"18,587","2,465",15,
"Lincoln County, Wisconsin",,,,
    Estimate,"27,045","2,819",155,
"Manitowoc County, Wisconsin",,,,
    Estimate,"77,909","7,445",328,
"Marathon County, Wisconsin",,,,
    Estimate,"132,091","11,366",337,
"Marinette County, Wisconsin",,,,
    Estimate,"40,040","3,880",146,
"Marquette County, Wisconsin",,,,
    Estimate,"15,216","1,969",54,
"Menominee County, Wisconsin",,,,
    Estimate,"4,038",853,30,
"Milwaukee County, Wisconsin",,,,
    Estimate,"874,273","147,825","9,639",
"Monroe County, Wisconsin",,,,
    Estimate,"43,797","5,055",36,
"Oconto County, Wisconsin",,,,
    Estimate,"37,820","3,146",89,
"Oneida County, Wisconsin",,,,
    Estimate,"36,670","3,124",168,
"Outagamie County, Wisconsin",,,,
    Estimate,"183,252","11,416",486,
"Ozaukee County, Wisconsin",,,,
    Estimate,"88,609","4,485",168,
"Pepin County, Wisconsin",,,,
    Estimate,"7,088",712,18,
"Pierce County, Wisconsin",,,,
    Estimate,"39,022","3,879","1,115",
"Polk County, Wisconsin",,,,
    Estimate,"43,821","3,482",70,
"Portage County, Wisconsin",,,,
    Estimate,"66,202","6,550","1,635",
"Price County, Wisconsin",,,,
    Estimate,"13,662","1,572",28,
"Racine County, Wisconsin",,,,
    Estimate,"186,227","18,627",543,
"Richland County, Wisconsin",,,,
    Estimate,"16,464","2,324",40,
"Rock County, Wisconsin",,,,
    Estimate,"156,691","14,432",638,
"Rusk County, Wisconsin",,,,
    Estimate,"13,529","1,708",31,
"St. Croix County, Wisconsin",,,,
    Estimate,"92,076","6,092",283,
"Sauk County, Wisconsin",,,,
    Estimate,"63,361","5,139",285,
"Sawyer County, Wisconsin",,,,
    Estimate,"17,621","2,758",48,
"Shawano County, Wisconsin",,,,
    Estimate,"39,037","4,342",78,
"Sheboygan County, Wisconsin",,,,
    Estimate,"111,086","9,459",385,
"Taylor County, Wisconsin",,,,
    Estimate,"19,211","1,782",63,
"Trempealeau County, Wisconsin",,,,
    Estimate,"29,062","2,770",95,
"Vernon County, Wisconsin",,,,
    Estimate,"29,411","3,684",29,
"Vilas County, Wisconsin",,,,
    Estimate,"22,906","2,492",42,
"Walworth County, Wisconsin",,,,
    Estimate,"100,270","9,396","1,915",
"Washburn County, Wisconsin",,,,
    Estimate,"16,326","1,893",27,
"Washington County, Wisconsin",,,,
    Estimate,"133,287","7,689",327,
"Waukesha County, Wisconsin",,,,
    Estimate,"396,135","20,737","1,650",
"Waupaca County, Wisconsin",,,,
    Estimate,"48,797","4,936",164,
"Waushara County, Wisconsin",,,,
    Estimate,"23,368","2,497",41,
"Winnebago County, Wisconsin",,,,
    Estimate,"159,842","17,932","3,368",
"Wood County, Wisconsin",,,,
    Estimate,"71,198","7,691",377,
"Albany County, Wyoming",,,,
    Estimate,"34,800","7,286","3,761",
"Big Horn County, Wyoming",,,,
    Estimate,"11,175","1,424",53,
"Campbell County, Wyoming",,,,
    Estimate,"44,572","4,298",393,
"Carbon County, Wyoming",,,,
    Estimate,"13,391","1,626",29,
"Converse County, Wyoming",,,,
    Estimate,"13,057","1,321",0,
"Crook County, Wyoming",,,,
    Estimate,"7,112",418,96,
"Fremont County, Wyoming",,,,
    Estimate,"37,442","4,605",159,
"Goshen County, Wyoming",,,,
    Estimate,"11,280","1,619",109,
"Hot Springs County, Wyoming",,,,
    Estimate,"4,385",642,0,
"Johnson County, Wyoming",,,,
    Estimate,"8,357",719,7,
"Laramie County, Wyoming",,,,
    Estimate,"96,057","8,404",379,
"Lincoln County, Wyoming",,,,
    Estimate,"19,616","1,418",36,
"Natrona County, Wyoming",,,,
    Estimate,"76,129","7,092",564,
