"Label (Grouping)","Total"
"    Margin of Error","*****"
"Bennington County, Vermont",""
"    Estimate","37,269"
"    Margin of Error","*****"
"Caledonia County, Vermont",""
"    Estimate","30,475"
"    Margin of Error","*****"
"Chittenden County, Vermont",""
"    Estimate","169,758"
"    Margin of Error","*****"
"Essex County, Vermont",""
"    Estimate","5,982"
"    Margin of Error","*****"
"Franklin County, Vermont",""
"    Estimate","50,638"
"    Margin of Error","*****"
"Grand Isle County, Vermont",""
"    Estimate","7,450"
"    Margin of Error","*****"
"Lamoille County, Vermont",""
"    Estimate","26,148"
"    Margin of Error","*****"
"Orange County, Vermont",""
"    Estimate","29,761"
"    Margin of Error","*****"
"Orleans County, Vermont",""
"    Estimate","27,606"
"    Margin of Error","*****"
"Rutland County, Vermont",""
"    Estimate","60,425"
"    Margin of Error","*****"
"Washington County, Vermont",""
"    Estimate","60,017"
"    Margin of Error","*****"
"Windham County, Vermont",""
"    Estimate","45,923"
"    Margin of Error","*****"
"Windsor County, Vermont",""
"    Estimate","57,990"
"    Margin of Error","*****"
"Accomack County, Virginia",""
"    Estimate","33,335"
"    Margin of Error","*****"
"Albemarle County, Virginia",""
"    Estimate","114,919"
"    Margin of Error","*****"
"Alleghany County, Virginia",""
"    Estimate","14,859"
"    Margin of Error","*****"
"Amelia County, Virginia",""
"    Estimate","13,462"
"    Margin of Error","*****"
"Amherst County, Virginia",""
"    Estimate","31,485"
"    Margin of Error","*****"
"Appomattox County, Virginia",""
"    Estimate","16,610"
"    Margin of Error","*****"
"Arlington County, Virginia",""
"    Estimate","236,254"
"    Margin of Error","*****"
"Augusta County, Virginia",""
"    Estimate","78,033"
"    Margin of Error","*****"
"Bath County, Virginia",""
"    Estimate","4,100"
"    Margin of Error","*****"
"Bedford County, Virginia",""
"    Estimate","80,894"
"    Margin of Error","*****"
"Bland County, Virginia",""
"    Estimate","6,199"
"    Margin of Error","*****"
"Botetourt County, Virginia",""
"    Estimate","34,004"
"    Margin of Error","*****"
"Brunswick County, Virginia",""
"    Estimate","15,841"
"    Margin of Error","*****"
"Buchanan County, Virginia",""
"    Estimate","19,415"
"    Margin of Error","*****"
"Buckingham County, Virginia",""
"    Estimate","16,976"
"    Margin of Error","*****"
"Campbell County, Virginia",""
"    Estimate","55,312"
"    Margin of Error","*****"
"Caroline County, Virginia",""
"    Estimate","32,098"
"    Margin of Error","*****"
"Carroll County, Virginia",""
"    Estimate","29,157"
"    Margin of Error","*****"
"Charles City County, Virginia",""
"    Estimate","6,627"
"    Margin of Error","*****"
"Charlotte County, Virginia",""
"    Estimate","11,422"
"    Margin of Error","*****"
"Chesterfield County, Virginia",""
"    Estimate","377,869"
"    Margin of Error","*****"
"Clarke County, Virginia",""
"    Estimate","15,216"
"    Margin of Error","*****"
"Craig County, Virginia",""
"    Estimate","4,856"
"    Margin of Error","*****"
"Culpeper County, Virginia",""
"    Estimate","54,397"
"    Margin of Error","*****"
"Cumberland County, Virginia",""
"    Estimate","9,818"
"    Margin of Error","*****"
"Dickenson County, Virginia",""
"    Estimate","13,733"
"    Margin of Error","*****"
"Dinwiddie County, Virginia",""
"    Estimate","28,191"
"    Margin of Error","*****"
"Essex County, Virginia",""
"    Estimate","10,623"
"    Margin of Error","*****"
"Fairfax County, Virginia",""
"    Estimate","1,147,837"
"    Margin of Error","*****"
"Fauquier County, Virginia",""
"    Estimate","74,577"
"    Margin of Error","*****"
"Floyd County, Virginia",""
"    Estimate","15,593"
"    Margin of Error","*****"
"Fluvanna County, Virginia",""
"    Estimate","28,092"
"    Margin of Error","*****"
"Franklin County, Virginia",""
"    Estimate","55,130"
"    Margin of Error","*****"
"Frederick County, Virginia",""
"    Estimate","95,008"
"    Margin of Error","*****"
"Giles County, Virginia",""
"    Estimate","16,557"
"    Margin of Error","*****"
"Gloucester County, Virginia",""
"    Estimate","39,526"
"    Margin of Error","*****"
"Goochland County, Virginia",""
"    Estimate","26,410"
"    Margin of Error","*****"
"Grayson County, Virginia",""
"    Estimate","15,287"
"    Margin of Error","*****"
"Greene County, Virginia",""
"    Estimate","21,155"
"    Margin of Error","*****"
"Greensville County, Virginia",""
"    Estimate","11,275"
"    Margin of Error","*****"
"Halifax County, Virginia",""
"    Estimate","33,639"
"    Margin of Error","*****"
"Hanover County, Virginia",""
"    Estimate","112,879"
"    Margin of Error","*****"
"Henrico County, Virginia",""
"    Estimate","335,744"
"    Margin of Error","*****"
"Henry County, Virginia",""
"    Estimate","49,980"
"    Margin of Error","*****"
"Highland County, Virginia",""
"    Estimate","2,296"
"    Margin of Error","*****"
"Isle of Wight County, Virginia",""
"    Estimate","39,974"
"    Margin of Error","*****"
"James City County, Virginia",""
"    Estimate","81,013"
"    Margin of Error","*****"
"King and Queen County, Virginia",""
"    Estimate","6,695"
"    Margin of Error","*****"
"King George County, Virginia",""
"    Estimate","27,896"
"    Margin of Error","*****"
"King William County, Virginia",""
"    Estimate","18,593"
"    Margin of Error","*****"
"Lancaster County, Virginia",""
"    Estimate","10,936"
"    Margin of Error","*****"
"Lee County, Virginia",""
"    Estimate","21,900"
"    Margin of Error","*****"
"Loudoun County, Virginia",""
"    Estimate","432,998"
"    Margin of Error","*****"
"Louisa County, Virginia",""
"    Estimate","39,980"
"    Margin of Error","*****"
"Lunenburg County, Virginia",""
"    Estimate","12,016"
"    Margin of Error","*****"
"Madison County, Virginia",""
"    Estimate","14,044"
"    Margin of Error","*****"
"Mathews County, Virginia",""
"    Estimate","8,540"
"    Margin of Error","*****"
"Mecklenburg County, Virginia",""
"    Estimate","30,516"
"    Margin of Error","*****"
"Middlesex County, Virginia",""
"    Estimate","10,847"
"    Margin of Error","*****"
"Montgomery County, Virginia",""
"    Estimate","99,101"
"    Margin of Error","*****"
"Nelson County, Virginia",""
"    Estimate","14,732"
"    Margin of Error","*****"
"New Kent County, Virginia",""
"    Estimate","25,105"
"    Margin of Error","*****"
"Northampton County, Virginia",""
"    Estimate","12,059"
"    Margin of Error","*****"
"Northumberland County, Virginia",""
"    Estimate","12,188"
"    Margin of Error","*****"
"Nottoway County, Virginia",""
"    Estimate","15,597"
"    Margin of Error","*****"
"Orange County, Virginia",""
"    Estimate","37,822"
"    Margin of Error","*****"
"Page County, Virginia",""
"    Estimate","23,727"
"    Margin of Error","*****"
"Patrick County, Virginia",""
"    Estimate","17,512"
"    Margin of Error","*****"
"Pittsylvania County, Virginia",""
"    Estimate","59,856"
"    Margin of Error","*****"
"Powhatan County, Virginia",""
"    Estimate","31,555"
"    Margin of Error","*****"
"Prince Edward County, Virginia",""
"    Estimate","21,996"
"    Margin of Error","*****"
"Prince George County, Virginia",""
"    Estimate","43,146"
"    Margin of Error","*****"
"Prince William County, Virginia",""
"    Estimate","488,880"
"    Margin of Error","*****"
"Pulaski County, Virginia",""
"    Estimate","33,687"
"    Margin of Error","*****"
"Rappahannock County, Virginia",""
"    Estimate","7,427"
"    Margin of Error","*****"
"Richmond County, Virginia",""
"    Estimate","9,095"
"    Margin of Error","*****"
"Roanoke County, Virginia",""
"    Estimate","97,023"
"    Margin of Error","*****"
"Rockbridge County, Virginia",""
"    Estimate","22,531"
"    Margin of Error","*****"
"Rockingham County, Virginia",""
"    Estimate","85,600"
"    Margin of Error","*****"
"Russell County, Virginia",""
"    Estimate","25,538"
"    Margin of Error","*****"
"Scott County, Virginia",""
"    Estimate","21,479"
"    Margin of Error","*****"
"Shenandoah County, Virginia",""
"    Estimate","44,925"
"    Margin of Error","*****"
"Smyth County, Virginia",""
"    Estimate","29,420"
"    Margin of Error","*****"
"Southampton County, Virginia",""
"    Estimate","17,964"
"    Margin of Error","*****"
"Spotsylvania County, Virginia",""
"    Estimate","146,603"
"    Margin of Error","*****"
"Stafford County, Virginia",""
"    Estimate","163,466"
"    Margin of Error","*****"
"Surry County, Virginia",""
"    Estimate","6,549"
"    Margin of Error","*****"
"Sussex County, Virginia",""
"    Estimate","10,765"
"    Margin of Error","*****"
"Tazewell County, Virginia",""
"    Estimate","39,624"
"    Margin of Error","*****"
"Warren County, Virginia",""
"    Estimate","41,531"
"    Margin of Error","*****"
"Washington County, Virginia",""
"    Estimate","53,926"
"    Margin of Error","*****"
"Westmoreland County, Virginia",""
"    Estimate","18,826"
"    Margin of Error","*****"
"Wise County, Virginia",""
"    Estimate","35,448"
"    Margin of Error","*****"
"Wythe County, Virginia",""
"    Estimate","28,188"
"    Margin of Error","*****"
"York County, Virginia",""
"    Estimate","71,005"
"    Margin of Error","*****"
"Alexandria city, Virginia",""
"    Estimate","156,976"
"    Margin of Error","*****"
"Bristol city, Virginia",""
"    Estimate","16,849"
"    Margin of Error","*****"
"Buena Vista city, Virginia",""
"    Estimate","6,593"
"    Margin of Error","*****"
"Charlottesville city, Virginia",""
"    Estimate","45,437"
"    Margin of Error","*****"
"Chesapeake city, Virginia",""
"    Estimate","252,583"
"    Margin of Error","*****"
"Colonial Heights city, Virginia",""
"    Estimate","18,352"
"    Margin of Error","*****"
"Covington city, Virginia",""
"    Estimate","5,680"
"    Margin of Error","*****"
"Danville city, Virginia",""
"    Estimate","42,214"
"    Margin of Error","*****"
"Emporia city, Virginia",""
"    Estimate","5,547"
"    Margin of Error","*****"
"Fairfax city, Virginia",""
"    Estimate","25,026"
"    Margin of Error","*****"
"Falls Church city, Virginia",""
"    Estimate","14,710"
"    Margin of Error","*****"
"Franklin city, Virginia",""
"    Estimate","8,250"
"    Margin of Error","*****"
"Fredericksburg city, Virginia",""
"    Estimate","28,873"
"    Margin of Error","*****"
"Galax city, Virginia",""
"    Estimate","6,726"
"    Margin of Error","*****"
"Hampton city, Virginia",""
"    Estimate","137,557"
"    Margin of Error","*****"
"Harrisonburg city, Virginia",""
"    Estimate","51,392"
"    Margin of Error","*****"
"Hopewell city, Virginia",""
"    Estimate","22,959"
"    Margin of Error","*****"
"Lexington city, Virginia",""
"    Estimate","7,525"
"    Margin of Error","*****"
"Lynchburg city, Virginia",""
"    Estimate","79,497"
"    Margin of Error","*****"
"Manassas city, Virginia",""
"    Estimate","42,976"
"    Margin of Error","*****"
"Manassas Park city, Virginia",""
"    Estimate","16,798"
"    Margin of Error","*****"
"Martinsville city, Virginia",""
"    Estimate","13,658"
"    Margin of Error","*****"
"Newport News city, Virginia",""
"    Estimate","184,216"
"    Margin of Error","*****"
"Norfolk city, Virginia",""
"    Estimate","233,596"
"    Margin of Error","*****"
"Norton city, Virginia",""
"    Estimate","3,577"
"    Margin of Error","*****"
"Petersburg city, Virginia",""
"    Estimate","33,537"
"    Margin of Error","*****"
